# Sweep MEMS 2D (VDC E3646A x Frequenza 33220A) - 20260908_130623
"# VDC da 0.0V a 5.0V (passo 1.0V, 6 curve)"
"# f_center=417520.0 Hz, span=+/-400.0 Hz, pts=301, navg=128"
vdc_target_V,vdc_meas_V,idc_meas_A,step_f,frequency_Hz,freq_readback_Hz,Vin_Vpp_V,Vout_Vpp_V,Gain_linear,Gain_dB,Phase_deg
4.00,4.004,-1.273450e-04,167,417562.667,417562.667,9.290000e-02,1.062000e+00,1.143165e+01,21.162,70.000
4.00,4.004,-1.273450e-04,168,417565.333,417565.333,9.320000e-02,1.058000e+00,1.135193e+01,21.101,69.700
4.00,4.004,-1.273450e-04,169,417568.000,417568.000,9.270000e-02,1.060000e+00,1.143474e+01,21.165,70.000
4.00,4.004,-1.273450e-04,170,417570.667,417570.667,9.270000e-02,1.057000e+00,1.140237e+01,21.140,69.600
4.00,4.004,-1.273450e-04,171,417573.333,417573.333,9.310000e-02,1.057000e+00,1.135338e+01,21.103,68.100
4.00,4.004,-1.273450e-04,172,417576.000,417576.000,9.310000e-02,1.059000e+00,1.137487e+01,21.119,70.000
4.00,4.004,-1.273450e-04,173,417578.667,417578.667,9.310000e-02,1.063000e+00,1.141783e+01,21.152,70.000
4.00,4.004,-1.273450e-04,174,417581.333,417581.333,9.300000e-02,1.061000e+00,1.140860e+01,21.145,70.200
4.00,4.004,-1.273450e-04,175,417584.000,417584.000,9.290000e-02,1.059000e+00,1.139935e+01,21.138,69.000
4.00,4.004,-1.273450e-04,176,417586.667,417586.667,9.290000e-02,1.063000e+00,1.144241e+01,21.170,68.900
4.00,4.004,-1.273450e-04,177,417589.333,417589.333,9.270000e-02,1.059000e+00,1.142395e+01,21.156,69.700
4.00,4.004,-1.273450e-04,178,417592.000,417592.000,9.290000e-02,1.057000e+00,1.137783e+01,21.121,69.600
4.00,4.004,-1.273450e-04,179,417594.667,417594.667,9.260000e-02,1.062000e+00,1.146868e+01,21.190,69.100
4.00,4.004,-1.273450e-04,180,417597.333,417597.333,9.310000e-02,1.054000e+00,1.132116e+01,21.078,69.800
4.00,4.004,-1.273450e-04,181,417600.000,417600.000,9.320000e-02,1.054000e+00,1.130901e+01,21.068,69.100
4.00,4.004,-1.273450e-04,182,417602.667,417602.667,9.290000e-02,1.061000e+00,1.142088e+01,21.154,70.200
4.00,4.004,-1.273450e-04,183,417605.333,417605.333,9.330000e-02,1.058000e+00,1.133976e+01,21.092,70.100
4.00,4.004,-1.273450e-04,184,417608.000,417608.000,9.290000e-02,1.056000e+00,1.136706e+01,21.113,69.500
4.00,4.004,-1.273450e-04,185,417610.667,417610.667,9.300000e-02,1.056000e+00,1.135484e+01,21.104,70.200
4.00,4.004,-1.273450e-04,186,417613.333,417613.333,9.300000e-02,1.057000e+00,1.136559e+01,21.112,69.000
4.00,4.004,-1.273450e-04,187,417616.000,417616.000,9.290000e-02,1.057000e+00,1.137783e+01,21.121,69.900
4.00,4.004,-1.273450e-04,188,417618.667,417618.667,9.300000e-02,1.054000e+00,1.133333e+01,21.087,68.400
4.00,4.004,-1.273450e-04,189,417621.333,417621.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065,69.200
4.00,4.004,-1.273450e-04,190,417624.000,417624.000,9.290000e-02,1.059000e+00,1.139935e+01,21.138,68.500
4.00,4.004,-1.273450e-04,191,417626.667,417626.667,9.300000e-02,1.052000e+00,1.131183e+01,21.071,69.400
4.00,4.004,-1.273450e-04,192,417629.333,417629.333,9.320000e-02,1.051000e+00,1.127682e+01,21.044,69.200
4.00,4.004,-1.273450e-04,193,417632.000,417632.000,9.290000e-02,1.051000e+00,1.131324e+01,21.072,68.700
4.00,4.004,-1.273450e-04,194,417634.667,417634.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074,69.200
4.00,4.004,-1.273450e-04,195,417637.333,417637.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047,68.800
4.00,4.004,-1.273450e-04,196,417640.000,417640.000,9.350000e-02,1.054000e+00,1.127273e+01,21.041,68.500
4.00,4.004,-1.273450e-04,197,417642.667,417642.667,9.310000e-02,1.046000e+00,1.123523e+01,21.012,69.600
4.00,4.004,-1.273450e-04,198,417645.333,417645.333,9.270000e-02,1.047000e+00,1.129450e+01,21.057,69.000
4.00,4.004,-1.273450e-04,199,417648.000,417648.000,9.280000e-02,1.041000e+00,1.121767e+01,20.998,69.700
4.00,4.004,-1.273450e-04,200,417650.667,417650.667,9.290000e-02,1.042000e+00,1.121636e+01,20.997,69.700
4.00,4.004,-1.273450e-04,201,417653.333,417653.333,9.300000e-02,1.049000e+00,1.127957e+01,21.046,69.100
4.00,4.004,-1.273450e-04,202,417656.000,417656.000,9.280000e-02,1.038000e+00,1.118534e+01,20.973,68.600
4.00,4.004,-1.273450e-04,203,417658.667,417658.667,9.310000e-02,1.041000e+00,1.118153e+01,20.970,69.200
4.00,4.004,-1.273450e-04,204,417661.333,417661.333,9.280000e-02,1.042000e+00,1.122845e+01,21.006,69.600
4.00,4.004,-1.273450e-04,205,417664.000,417664.000,9.290000e-02,1.035000e+00,1.114101e+01,20.938,69.000
4.00,4.004,-1.273450e-04,206,417666.667,417666.667,9.290000e-02,1.041000e+00,1.120560e+01,20.989,68.700
4.00,4.004,-1.273450e-04,207,417669.333,417669.333,9.280000e-02,1.039000e+00,1.119612e+01,20.981,67.900
4.00,4.004,-1.273450e-04,208,417672.000,417672.000,9.300000e-02,1.039000e+00,1.117204e+01,20.963,69.200
4.00,4.004,-1.273450e-04,209,417674.667,417674.667,9.290000e-02,1.040000e+00,1.119483e+01,20.980,68.700
4.00,4.004,-1.273450e-04,210,417677.333,417677.333,9.290000e-02,1.043000e+00,1.122713e+01,21.005,69.900
4.00,4.004,-1.273450e-04,211,417680.000,417680.000,9.280000e-02,1.034000e+00,1.114224e+01,20.939,69.400
4.00,4.004,-1.273450e-04,212,417682.667,417682.667,9.330000e-02,1.038000e+00,1.112540e+01,20.926,69.400
4.00,4.004,-1.273450e-04,213,417685.333,417685.333,9.310000e-02,1.035000e+00,1.111708e+01,20.920,69.500
4.00,4.004,-1.273450e-04,214,417688.000,417688.000,9.280000e-02,1.035000e+00,1.115302e+01,20.948,70.400
4.00,4.004,-1.273450e-04,215,417690.667,417690.667,9.290000e-02,1.035000e+00,1.114101e+01,20.938,69.400
4.00,4.004,-1.273450e-04,216,417693.333,417693.333,9.300000e-02,1.032000e+00,1.109677e+01,20.904,69.500
4.00,4.004,-1.273450e-04,217,417696.000,417696.000,9.310000e-02,1.041000e+00,1.118153e+01,20.970,69.000
4.00,4.004,-1.273450e-04,218,417698.667,417698.667,9.290000e-02,1.031000e+00,1.109795e+01,20.905,68.800
4.00,4.004,-1.273450e-04,219,417701.333,417701.333,9.310000e-02,1.032000e+00,1.108485e+01,20.895,70.000
4.00,4.004,-1.273450e-04,220,417704.000,417704.000,9.280000e-02,1.035000e+00,1.115302e+01,20.948,68.500
4.00,4.004,-1.273450e-04,221,417706.667,417706.667,9.280000e-02,1.034000e+00,1.114224e+01,20.939,70.300
4.00,4.004,-1.273450e-04,222,417709.333,417709.333,9.310000e-02,1.027000e+00,1.103115e+01,20.852,69.900
4.00,4.004,-1.273450e-04,223,417712.000,417712.000,9.290000e-02,1.029000e+00,1.107643e+01,20.888,69.700
4.00,4.004,-1.273450e-04,224,417714.667,417714.667,9.310000e-02,1.033000e+00,1.109560e+01,20.903,70.300
4.00,4.004,-1.273450e-04,225,417717.333,417717.333,9.310000e-02,1.038000e+00,1.114930e+01,20.945,69.100
4.00,4.004,-1.273450e-04,226,417720.000,417720.000,9.300000e-02,1.029000e+00,1.106452e+01,20.879,69.200
4.00,4.004,-1.273450e-04,227,417722.667,417722.667,9.330000e-02,1.037000e+00,1.111468e+01,20.918,69.100
4.00,4.004,-1.273450e-04,228,417725.333,417725.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972,69.900
4.00,4.004,-1.273450e-04,229,417728.000,417728.000,9.250000e-02,1.034000e+00,1.117838e+01,20.968,69.800
4.00,4.004,-1.273450e-04,230,417730.667,417730.667,9.310000e-02,1.031000e+00,1.107411e+01,20.886,69.600
4.00,4.004,-1.273450e-04,231,417733.333,417733.333,9.290000e-02,1.029000e+00,1.107643e+01,20.888,69.300
4.00,4.004,-1.273450e-04,232,417736.000,417736.000,9.280000e-02,1.036000e+00,1.116379e+01,20.956,69.300
4.00,4.004,-1.273450e-04,233,417738.667,417738.667,9.300000e-02,1.027000e+00,1.104301e+01,20.862,69.700
4.00,4.004,-1.273450e-04,234,417741.333,417741.333,9.300000e-02,1.032000e+00,1.109677e+01,20.904,68.900
4.00,4.004,-1.273450e-04,235,417744.000,417744.000,9.290000e-02,1.037000e+00,1.116254e+01,20.955,70.100
4.00,4.004,-1.273450e-04,236,417746.667,417746.667,9.300000e-02,1.034000e+00,1.111828e+01,20.921,69.000
4.00,4.004,-1.273450e-04,237,417749.333,417749.333,9.290000e-02,1.026000e+00,1.104413e+01,20.863,70.900
4.00,4.004,-1.273450e-04,238,417752.000,417752.000,9.290000e-02,1.032000e+00,1.110872e+01,20.913,70.200
4.00,4.004,-1.273450e-04,239,417754.667,417754.667,9.280000e-02,1.039000e+00,1.119612e+01,20.981,69.500
4.00,4.004,-1.273450e-04,240,417757.333,417757.333,9.260000e-02,1.038000e+00,1.120950e+01,20.992,69.300
4.00,4.004,-1.273450e-04,241,417760.000,417760.000,9.290000e-02,1.031000e+00,1.109795e+01,20.905,70.600
4.00,4.004,-1.273450e-04,242,417762.667,417762.667,9.280000e-02,1.040000e+00,1.120690e+01,20.990,70.600
4.00,4.004,-1.273450e-04,243,417765.333,417765.333,9.280000e-02,1.030000e+00,1.109914e+01,20.906,70.100
4.00,4.004,-1.273450e-04,244,417768.000,417768.000,9.280000e-02,1.035000e+00,1.115302e+01,20.948,69.000
4.00,4.004,-1.273450e-04,245,417770.667,417770.667,9.290000e-02,1.033000e+00,1.111948e+01,20.922,70.100
4.00,4.004,-1.273450e-04,246,417773.333,417773.333,9.290000e-02,1.031000e+00,1.109795e+01,20.905,69.900
4.00,4.004,-1.273450e-04,247,417776.000,417776.000,9.280000e-02,1.031000e+00,1.110991e+01,20.914,70.800
4.00,4.004,-1.273450e-04,248,417778.667,417778.667,9.280000e-02,1.034000e+00,1.114224e+01,20.939,69.900
4.00,4.004,-1.273450e-04,249,417781.333,417781.333,9.330000e-02,1.036000e+00,1.110397e+01,20.910,70.700
4.00,4.004,-1.273450e-04,250,417784.000,417784.000,9.280000e-02,1.032000e+00,1.112069e+01,20.923,70.400
4.00,4.004,-1.273450e-04,251,417786.667,417786.667,9.290000e-02,1.036000e+00,1.115178e+01,20.947,69.900
4.00,4.004,-1.273450e-04,252,417789.333,417789.333,9.290000e-02,1.034000e+00,1.113025e+01,20.930,69.700
4.00,4.004,-1.273450e-04,253,417792.000,417792.000,9.270000e-02,1.042000e+00,1.124056e+01,21.016,70.400
4.00,4.004,-1.273450e-04,254,417794.667,417794.667,9.330000e-02,1.038000e+00,1.112540e+01,20.926,69.300
4.00,4.004,-1.273450e-04,255,417797.333,417797.333,9.270000e-02,1.034000e+00,1.115426e+01,20.949,69.700
4.00,4.004,-1.273450e-04,256,417800.000,417800.000,9.270000e-02,1.040000e+00,1.121899e+01,20.999,70.600
4.00,4.004,-1.273450e-04,257,417802.667,417802.667,9.300000e-02,1.032000e+00,1.109677e+01,20.904,70.100
4.00,4.004,-1.273450e-04,258,417805.333,417805.333,9.300000e-02,1.032000e+00,1.109677e+01,20.904,70.200
4.00,4.004,-1.273450e-04,259,417808.000,417808.000,9.270000e-02,1.035000e+00,1.116505e+01,20.957,70.400
4.00,4.004,-1.273450e-04,260,417810.667,417810.667,9.290000e-02,1.035000e+00,1.114101e+01,20.938,69.100
4.00,4.004,-1.273450e-04,261,417813.333,417813.333,9.320000e-02,1.044000e+00,1.120172e+01,20.986,71.100
4.00,4.004,-1.273450e-04,262,417816.000,417816.000,9.300000e-02,1.035000e+00,1.112903e+01,20.929,69.200
4.00,4.004,-1.273450e-04,263,417818.667,417818.667,9.270000e-02,1.039000e+00,1.120820e+01,20.991,69.800
4.00,4.004,-1.273450e-04,264,417821.333,417821.333,9.290000e-02,1.040000e+00,1.119483e+01,20.980,69.600
4.00,4.004,-1.273450e-04,265,417824.000,417824.000,9.310000e-02,1.042000e+00,1.119227e+01,20.978,70.100
4.00,4.004,-1.273450e-04,266,417826.667,417826.667,9.260000e-02,1.036000e+00,1.118790e+01,20.975,69.500
4.00,4.004,-1.273450e-04,267,417829.333,417829.333,9.320000e-02,1.043000e+00,1.119099e+01,20.977,69.900
4.00,4.004,-1.273450e-04,268,417832.000,417832.000,9.310000e-02,1.032000e+00,1.108485e+01,20.895,69.600
4.00,4.004,-1.273450e-04,269,417834.667,417834.667,9.270000e-02,1.039000e+00,1.120820e+01,20.991,69.600
4.00,4.004,-1.273450e-04,270,417837.333,417837.333,9.280000e-02,1.033000e+00,1.113147e+01,20.931,69.600
4.00,4.004,-1.273450e-04,271,417840.000,417840.000,9.270000e-02,1.041000e+00,1.122977e+01,21.007,71.000
4.00,4.004,-1.273450e-04,272,417842.667,417842.667,9.290000e-02,1.032000e+00,1.110872e+01,20.913,69.900
4.00,4.004,-1.273450e-04,273,417845.333,417845.333,9.310000e-02,1.041000e+00,1.118153e+01,20.970,70.300
4.00,4.004,-1.273450e-04,274,417848.000,417848.000,9.320000e-02,1.046000e+00,1.122318e+01,21.002,70.400
4.00,4.004,-1.273450e-04,275,417850.667,417850.667,9.290000e-02,1.036000e+00,1.115178e+01,20.947,70.200
4.00,4.004,-1.273450e-04,276,417853.333,417853.333,9.310000e-02,1.035000e+00,1.111708e+01,20.920,68.300
4.00,4.004,-1.273450e-04,277,417856.000,417856.000,9.330000e-02,1.036000e+00,1.110397e+01,20.910,69.200
4.00,4.004,-1.273450e-04,278,417858.667,417858.667,9.280000e-02,1.036000e+00,1.116379e+01,20.956,70.700
4.00,4.004,-1.273450e-04,279,417861.333,417861.333,9.290000e-02,1.039000e+00,1.118407e+01,20.972,70.600
4.00,4.004,-1.273450e-04,280,417864.000,417864.000,9.320000e-02,1.045000e+00,1.121245e+01,20.994,70.100
4.00,4.004,-1.273450e-04,281,417866.667,417866.667,9.330000e-02,1.043000e+00,1.117899e+01,20.968,70.800
4.00,4.004,-1.273450e-04,282,417869.333,417869.333,9.270000e-02,1.038000e+00,1.119741e+01,20.982,69.400
4.00,4.004,-1.273450e-04,283,417872.000,417872.000,9.320000e-02,1.042000e+00,1.118026e+01,20.969,70.300
4.00,4.004,-1.273450e-04,284,417874.667,417874.667,9.270000e-02,1.038000e+00,1.119741e+01,20.982,69.600
4.00,4.004,-1.273450e-04,285,417877.333,417877.333,9.290000e-02,1.036000e+00,1.115178e+01,20.947,69.400
4.00,4.004,-1.273450e-04,286,417880.000,417880.000,9.320000e-02,1.036000e+00,1.111588e+01,20.919,71.600
4.00,4.004,-1.273450e-04,287,417882.667,417882.667,9.280000e-02,1.045000e+00,1.126078e+01,21.031,71.200
4.00,4.004,-1.273450e-04,288,417885.333,417885.333,9.290000e-02,1.043000e+00,1.122713e+01,21.005,70.700
4.00,4.004,-1.273450e-04,289,417888.000,417888.000,9.290000e-02,1.040000e+00,1.119483e+01,20.980,70.300
4.00,4.004,-1.273450e-04,290,417890.667,417890.667,9.280000e-02,1.038000e+00,1.118534e+01,20.973,69.500
4.00,4.004,-1.273450e-04,291,417893.333,417893.333,9.280000e-02,1.037000e+00,1.117457e+01,20.965,70.200
4.00,4.004,-1.273450e-04,292,417896.000,417896.000,9.300000e-02,1.037000e+00,1.115054e+01,20.946,70.900
4.00,4.004,-1.273450e-04,293,417898.667,417898.667,9.310000e-02,1.048000e+00,1.125671e+01,21.028,70.900
4.00,4.004,-1.273450e-04,294,417901.333,417901.333,9.280000e-02,1.048000e+00,1.129310e+01,21.056,69.200
4.00,4.004,-1.273450e-04,295,417904.000,417904.000,9.290000e-02,1.031000e+00,1.109795e+01,20.905,70.800
4.00,4.004,-1.273450e-04,296,417906.667,417906.667,9.300000e-02,1.041000e+00,1.119355e+01,20.979,69.600
4.00,4.004,-1.273450e-04,297,417909.333,417909.333,9.280000e-02,1.041000e+00,1.121767e+01,20.998,70.100
4.00,4.004,-1.273450e-04,298,417912.000,417912.000,9.290000e-02,1.038000e+00,1.117330e+01,20.964,68.900
4.00,4.004,-1.273450e-04,299,417914.667,417914.667,9.310000e-02,1.041000e+00,1.118153e+01,20.970,71.300
4.00,4.004,-1.273450e-04,300,417917.333,417917.333,9.290000e-02,1.044000e+00,1.123789e+01,21.014,70.800
4.00,4.004,-1.273450e-04,301,417920.000,417920.000,9.320000e-02,1.047000e+00,1.123391e+01,21.011,70.400
5.00,5.004,-1.273450e-04,1,417120.000,417120.000,9.290000e-02,1.051000e+00,1.131324e+01,21.072,69.400
5.00,5.004,-1.273450e-04,2,417122.667,417122.667,9.280000e-02,1.054000e+00,1.135776e+01,21.106,69.200
5.00,5.004,-1.273450e-04,3,417125.333,417125.333,9.270000e-02,1.047000e+00,1.129450e+01,21.057,69.000
5.00,5.004,-1.273450e-04,4,417128.000,417128.000,9.300000e-02,1.052000e+00,1.131183e+01,21.071,69.700
5.00,5.004,-1.273450e-04,5,417130.667,417130.667,9.290000e-02,1.052000e+00,1.132400e+01,21.080,69.000
5.00,5.004,-1.273450e-04,6,417133.333,417133.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065,69.700
5.00,5.004,-1.273450e-04,7,417136.000,417136.000,9.290000e-02,1.053000e+00,1.133477e+01,21.088,70.100
5.00,5.004,-1.273450e-04,8,417138.667,417138.667,9.270000e-02,1.055000e+00,1.138080e+01,21.123,69.900
5.00,5.004,-1.273450e-04,9,417141.333,417141.333,9.310000e-02,1.053000e+00,1.131042e+01,21.070,69.800
5.00,5.004,-1.273450e-04,10,417144.000,417144.000,9.260000e-02,1.050000e+00,1.133909e+01,21.092,69.200
5.00,5.004,-1.273450e-04,11,417146.667,417146.667,9.270000e-02,1.057000e+00,1.140237e+01,21.140,70.100
5.00,5.004,-1.273450e-04,12,417149.333,417149.333,9.280000e-02,1.049000e+00,1.130388e+01,21.065,70.400
5.00,5.004,-1.273450e-04,13,417152.000,417152.000,9.280000e-02,1.049000e+00,1.130388e+01,21.065,69.900
5.00,5.004,-1.273450e-04,14,417154.667,417154.667,9.310000e-02,1.050000e+00,1.127820e+01,21.045,69.300
5.00,5.004,-1.273450e-04,15,417157.333,417157.333,9.310000e-02,1.054000e+00,1.132116e+01,21.078,68.900
5.00,5.004,-1.273450e-04,16,417160.000,417160.000,9.270000e-02,1.052000e+00,1.134844e+01,21.099,69.300
5.00,5.004,-1.273450e-04,17,417162.667,417162.667,9.270000e-02,1.051000e+00,1.133765e+01,21.090,69.900
5.00,5.004,-1.273450e-04,18,417165.333,417165.333,9.270000e-02,1.052000e+00,1.134844e+01,21.099,68.900
5.00,5.004,-1.273450e-04,19,417168.000,417168.000,9.290000e-02,1.058000e+00,1.138859e+01,21.129,69.500
5.00,5.004,-1.273450e-04,20,417170.667,417170.667,9.350000e-02,1.049000e+00,1.121925e+01,20.999,69.200
5.00,5.004,-1.273450e-04,21,417173.333,417173.333,9.320000e-02,1.051000e+00,1.127682e+01,21.044,69.100
5.00,5.004,-1.273450e-04,22,417176.000,417176.000,9.280000e-02,1.053000e+00,1.134698e+01,21.098,69.300
5.00,5.004,-1.273450e-04,23,417178.667,417178.667,9.290000e-02,1.058000e+00,1.138859e+01,21.129,68.900
5.00,5.004,-1.273450e-04,24,417181.333,417181.333,9.290000e-02,1.048000e+00,1.128095e+01,21.047,69.700
5.00,5.004,-1.273450e-04,25,417184.000,417184.000,9.310000e-02,1.057000e+00,1.135338e+01,21.103,69.600
5.00,5.004,-1.273450e-04,26,417186.667,417186.667,9.290000e-02,1.056000e+00,1.136706e+01,21.113,69.700
5.00,5.004,-1.273450e-04,27,417189.333,417189.333,9.290000e-02,1.054000e+00,1.134553e+01,21.096,69.900
5.00,5.004,-1.273450e-04,28,417192.000,417192.000,9.280000e-02,1.059000e+00,1.141164e+01,21.147,70.100
5.00,5.004,-1.273450e-04,29,417194.667,417194.667,9.270000e-02,1.055000e+00,1.138080e+01,21.123,69.800
5.00,5.004,-1.273450e-04,30,417197.333,417197.333,9.290000e-02,1.052000e+00,1.132400e+01,21.080,68.900
5.00,5.004,-1.273450e-04,31,417200.000,417200.000,9.350000e-02,1.051000e+00,1.124064e+01,21.016,69.300
5.00,5.004,-1.273450e-04,32,417202.667,417202.667,9.330000e-02,1.047000e+00,1.122186e+01,21.001,69.100
5.00,5.004,-1.273450e-04,33,417205.333,417205.333,9.310000e-02,1.053000e+00,1.131042e+01,21.070,69.800
5.00,5.004,-1.273450e-04,34,417208.000,417208.000,9.320000e-02,1.049000e+00,1.125536e+01,21.027,70.200
5.00,5.004,-1.273450e-04,35,417210.667,417210.667,9.280000e-02,1.051000e+00,1.132543e+01,21.081,69.800
5.00,5.004,-1.273450e-04,36,417213.333,417213.333,9.310000e-02,1.058000e+00,1.136412e+01,21.111,69.100
5.00,5.004,-1.273450e-04,37,417216.000,417216.000,9.280000e-02,1.053000e+00,1.134698e+01,21.098,69.200
5.00,5.004,-1.273450e-04,38,417218.667,417218.667,9.300000e-02,1.055000e+00,1.134409e+01,21.095,69.700
5.00,5.004,-1.273450e-04,39,417221.333,417221.333,9.280000e-02,1.047000e+00,1.128233e+01,21.048,69.500
5.00,5.004,-1.273450e-04,40,417224.000,417224.000,9.280000e-02,1.050000e+00,1.131466e+01,21.073,70.100
5.00,5.004,-1.273450e-04,41,417226.667,417226.667,9.290000e-02,1.050000e+00,1.130248e+01,21.063,69.300
5.00,5.004,-1.273450e-04,42,417229.333,417229.333,9.250000e-02,1.057000e+00,1.142703e+01,21.159,69.500
5.00,5.004,-1.273450e-04,43,417232.000,417232.000,9.310000e-02,1.055000e+00,1.133190e+01,21.086,69.900
5.00,5.004,-1.273450e-04,44,417234.667,417234.667,9.290000e-02,1.061000e+00,1.142088e+01,21.154,69.600
5.00,5.004,-1.273450e-04,45,417237.333,417237.333,9.260000e-02,1.058000e+00,1.142549e+01,21.157,70.000
5.00,5.004,-1.273450e-04,46,417240.000,417240.000,9.260000e-02,1.057000e+00,1.141469e+01,21.149,69.000
5.00,5.004,-1.273450e-04,47,417242.667,417242.667,9.280000e-02,1.053000e+00,1.134698e+01,21.098,69.500
5.00,5.004,-1.273450e-04,48,417245.333,417245.333,9.300000e-02,1.061000e+00,1.140860e+01,21.145,69.400
5.00,5.004,-1.273450e-04,49,417248.000,417248.000,9.300000e-02,1.054000e+00,1.133333e+01,21.087,69.000
5.00,5.004,-1.273450e-04,50,417250.667,417250.667,9.290000e-02,1.049000e+00,1.129171e+01,21.055,69.100
5.00,5.004,-1.273450e-04,51,417253.333,417253.333,9.280000e-02,1.046000e+00,1.127155e+01,21.040,69.400
5.00,5.004,-1.273450e-04,52,417256.000,417256.000,9.290000e-02,1.054000e+00,1.134553e+01,21.096,70.000
5.00,5.004,-1.273450e-04,53,417258.667,417258.667,9.300000e-02,1.059000e+00,1.138710e+01,21.128,69.100
5.00,5.004,-1.273450e-04,54,417261.333,417261.333,9.270000e-02,1.053000e+00,1.135922e+01,21.107,69.200
5.00,5.004,-1.273450e-04,55,417264.000,417264.000,9.280000e-02,1.051000e+00,1.132543e+01,21.081,69.300
5.00,5.004,-1.273450e-04,56,417266.667,417266.667,9.270000e-02,1.052000e+00,1.134844e+01,21.099,69.500
5.00,5.004,-1.273450e-04,57,417269.333,417269.333,9.270000e-02,1.058000e+00,1.141316e+01,21.148,68.700
5.00,5.004,-1.273450e-04,58,417272.000,417272.000,9.260000e-02,1.061000e+00,1.145788e+01,21.182,69.600
5.00,5.004,-1.273450e-04,59,417274.667,417274.667,9.260000e-02,1.051000e+00,1.134989e+01,21.100,70.100
5.00,5.004,-1.273450e-04,60,417277.333,417277.333,9.280000e-02,1.054000e+00,1.135776e+01,21.106,70.200
5.00,5.004,-1.273450e-04,61,417280.000,417280.000,9.270000e-02,1.058000e+00,1.141316e+01,21.148,70.200
5.00,5.004,-1.273450e-04,62,417282.667,417282.667,9.290000e-02,1.056000e+00,1.136706e+01,21.113,69.400
5.00,5.004,-1.273450e-04,63,417285.333,417285.333,9.270000e-02,1.070000e+00,1.154261e+01,21.246,69.100
5.00,5.004,-1.273450e-04,64,417288.000,417288.000,9.270000e-02,1.059000e+00,1.142395e+01,21.156,70.100
5.00,5.004,-1.273450e-04,65,417290.667,417290.667,9.270000e-02,1.057000e+00,1.140237e+01,21.140,70.000
5.00,5.004,-1.273450e-04,66,417293.333,417293.333,9.270000e-02,1.054000e+00,1.137001e+01,21.115,68.300
5.00,5.004,-1.273450e-04,67,417296.000,417296.000,9.290000e-02,1.057000e+00,1.137783e+01,21.121,70.500
5.00,5.004,-1.273450e-04,68,417298.667,417298.667,9.270000e-02,1.062000e+00,1.145631e+01,21.181,70.200
5.00,5.004,-1.273450e-04,69,417301.333,417301.333,9.270000e-02,1.051000e+00,1.133765e+01,21.090,69.400
5.00,5.004,-1.273450e-04,70,417304.000,417304.000,9.250000e-02,1.055000e+00,1.140541e+01,21.142,69.500
5.00,5.004,-1.273450e-04,71,417306.667,417306.667,9.260000e-02,1.056000e+00,1.140389e+01,21.141,69.800
5.00,5.004,-1.273450e-04,72,417309.333,417309.333,9.260000e-02,1.051000e+00,1.134989e+01,21.100,69.300
5.00,5.004,-1.273450e-04,73,417312.000,417312.000,9.260000e-02,1.058000e+00,1.142549e+01,21.157,69.900
5.00,5.004,-1.273450e-04,74,417314.667,417314.667,9.250000e-02,1.060000e+00,1.145946e+01,21.183,70.000
5.00,5.004,-1.273450e-04,75,417317.333,417317.333,9.260000e-02,1.051000e+00,1.134989e+01,21.100,69.700
5.00,5.004,-1.273450e-04,76,417320.000,417320.000,9.250000e-02,1.058000e+00,1.143784e+01,21.167,69.700
5.00,5.004,-1.273450e-04,77,417322.667,417322.667,9.260000e-02,1.063000e+00,1.147948e+01,21.198,69.100
5.00,5.004,-1.273450e-04,78,417325.333,417325.333,9.270000e-02,1.054000e+00,1.137001e+01,21.115,69.000
5.00,5.004,-1.273450e-04,79,417328.000,417328.000,9.260000e-02,1.056000e+00,1.140389e+01,21.141,70.600
5.00,5.004,-1.273450e-04,80,417330.667,417330.667,9.270000e-02,1.058000e+00,1.141316e+01,21.148,70.300
5.00,5.004,-1.273450e-04,81,417333.333,417333.333,9.250000e-02,1.056000e+00,1.141622e+01,21.150,69.200
5.00,5.004,-1.273450e-04,82,417336.000,417336.000,9.250000e-02,1.051000e+00,1.136216e+01,21.109,69.700
5.00,5.004,-1.273450e-04,83,417338.667,417338.667,9.270000e-02,1.049000e+00,1.131607e+01,21.074,70.100
5.00,5.004,-1.273450e-04,84,417341.333,417341.333,9.290000e-02,1.056000e+00,1.136706e+01,21.113,70.300
5.00,5.004,-1.273450e-04,85,417344.000,417344.000,9.320000e-02,1.059000e+00,1.136266e+01,21.110,69.900
5.00,5.004,-1.273450e-04,86,417346.667,417346.667,9.290000e-02,1.059000e+00,1.139935e+01,21.138,69.000
5.00,5.004,-1.273450e-04,87,417349.333,417349.333,9.330000e-02,1.056000e+00,1.131833e+01,21.076,69.700
5.00,5.004,-1.273450e-04,88,417352.000,417352.000,9.290000e-02,1.055000e+00,1.135630e+01,21.105,69.800
5.00,5.004,-1.273450e-04,89,417354.667,417354.667,9.270000e-02,1.056000e+00,1.139159e+01,21.132,68.600
5.00,5.004,-1.273450e-04,90,417357.333,417357.333,9.270000e-02,1.055000e+00,1.138080e+01,21.123,69.700
5.00,5.004,-1.273450e-04,91,417360.000,417360.000,9.270000e-02,1.056000e+00,1.139159e+01,21.132,69.600
